text	label
"How Rick Sloane was allowed to make five movies is harder to believe than cold fusion. This film is absolutely criminal. Before watching this movie I thought Manos: Hands of Fate was the worse piece of crap I ever saw, but at least Manos moves so slowly you might fall asleep, thereby rescuing your eyes from the pain it will suffer. The greatest tragedy of this movie is that the old man that keeps the Hobgoblins ""locked"" up makes it to the final scene. The time I spent watching this movie was an absolute waste of my life."	0
"I'm sure this was one of those ""WOAH!"" attractions in 1982 when Epcot opened, but now it's just silly. The film's message is cliché. The Circle-Vision is disorienting. And that awful song at the end is grating. And I really wish they'd install seats. After so much walking, all you want to do is sit down for a few minutes. And when you hear there's a film to see it sounds pretty glamorous! You get entertained while sitting down, right? WRONG! You're standing there for 18+ minutes leaning against a short little railing. Disney should make a newer Maelstrom like attraction to liven things up and replace this dull, lackluster film. NOT FUN. Skip it. In fact, skip Canada altogether unless you're eating there. Move directly to the United Kingdom."	0
Not one of the better pokemon movies.<br /><br />Two legendary pokemon come into the story. You do get to see how strong Celebi can be, though he turns evil first.<br /><br />Suicune also makes an appearance, he didn't seem that powerful.<br /><br />The Marauder didn't have many strong pokemon at all, except for that taranitar? Some fight scenes with his pokemon may have made it better.<br /><br />Ash and Pikachu meet the much younger Professor Oak, though they don't realise it. Misty I was thinking had it at the end but she didn't get close. I saw this in the credits.<br /><br />Don't expect much here, the worst of the series so far.	0
"I was unsure whether or not Andy Sidaris could repeat his success with the cinematic hit ""Malibu Express."" With his film Fit to Kill he has proved that Sidaris is a serious filmmaker and not just a one-shot director. The plot written by Sidaris, which was ungratefully passed up by the Academy, is a complex screenplay involving many unseen twists and turns. The main characters composed work for a sexually based radio station known as KSXY. Cleverly, KSXY is actually their secret headquarters. In ""Fit to Kill"" they confront their long-time nemesis Kane, who is trying to steal one of Russia's most prized diamonds. A well-written screenplay is not all, excellent acting by the cast helps to ensure this film as a cult classic. Panned by the critics and the box office, this film will be appreciated in years to come. It is now suffering the same fate as Clockwork Orange and Taxi Driver did, but in the future will undoubtly become recognized. I am disappointed no critic circles have recognized Andy Sidaris's trademark filmmaking. The costumes, the special effects, all help to compliment this already beautiful piece of filmmaking. It may do you best to ignore the dismal 3 rating on this film and go out and rent it for yourself. My personal rating is 10/10. The drama is as thick as the blockbuster Runaway Bride, and the action better or equal to the cinematic masterpiece Last Action Hero. Andy, keep up the good work."	0
Man, this movie sucked big time! I didn't even manage to see the hole thing (my girlfriend did though). Really bad acting, computer animations so bad you just laugh (woman to werewolf), strange clips, the list goes on and on. Don't know if its just me or does this movie remind you of a porn movie? And I don't mean all the naked ladys... It's something about the light or something... This could maybee become a classic just because of the bad acting and all the naked women, but not because it's an original movie white a nice plot twist. My final words are: Don't see it! It's not worth the time. If you wanna see it because the nakedness there's lots of better ones to see!	0
House of games has a strong story where obsession and illusion play a big part. A psychologist offers to help a patient with his gambling debts and gets caught at the game.<br /><br />Have you ever felt fascination for something that was both dangerous and wrong? Watch what happens if you pursue this urge and go all the way. Sit on the edge of your chair as tricksters are being tricked and victims turn into perpetrators. You're never sure of who is exactly who in this movie.<br /><br />This is both a quality and a drawback of the script. As the movie ends you feel that the story lacks a bit of consistency. But all this is largely compensated by the excellent psychological development.<br /><br />This is definitely one of the best movies about gambling.	1
"I can't believe the likes of Guillermo del Toro and Kim Bassinger got involved ins this piece of garbage! The script is so poorly written and the directing so weak (both by the same person) that its hard to find more one-dimension characters in a film. The dialogs are so lame that this so called thriller got laughs out of the few fools that got into the theatre. The setup it's tricky, inviting you to believe you are going to watch a chilling thriller and suddenly it turns out into the most stupid persecution film. Bassinger's character is so dumb, that she actually stops to scream to God ""Where are you!"" so the people after her can follow, and then takes a leak!!!! And then she apparently got into the smallest wood in the world, I mean, she runs all over the place and the killers never loose track of her, and this happens in the middle of the night. It really makes me wonder, is that really the best writing people in Hollywood can find that they spend millions producing it."	0
"This is an excellent modern-day film noir....""excellent"" in that it's interesting, start-to-finish. There are some holes in here and some goofy parts that make you shake your head in disbelief.....but I haven't found anyone who didn't get caught up in this story. The movie has the right amount of action, suspense, plot twists and interesting characters. In addition, it sports some nice colors and cinematography plus a good guitar-based soundtrack. <br /><br />I labeled this crime movie a ""film noir"" because it's gritty and the all the characters are no good. Even the only supposed-good guy, played by Nicholas Cage, gets himself in trouble by lying and has a quick affair he should't have. He also does something at the end which isn't right, but I'm not going the spoil it by saying. Suffice to say, however, that the rest of the characters are so bad they make Cage look good!<br /><br />Speaking of ""bad guys,"" does anyone do it better than Dennis Hopper? Not many. At least in the ""deranged"" category, he's tough to beat. Lara Flynn Boyle is fun to watch for a bunch of reasons. J.T. Walsh gives another great supporting performance, too.<br /><br />This is one of those films that never got much publicity, but it should have. You'll have fun watching this. By the way, try saying the name of this movie out loud three times fast without messing it up!"	1
I can barely find the words to express how utterly utterly awful this film is. I was sold on the promise of action, with Segal and stealth aircraft, which normally make for an entertaining action movie. I can honestly say I'd rather gouge my eyes out with a cocktail stick than have to see this film again. The acting was so awful that it was almost funny. The story was insanely weak, with plot holes so cavernously wide you could fly an F117 through them. The script was so poor, if I found out that a 10 year old wrote it I shouldn't be in the least surprised. The direction and production is so amateur, I wouldn't even hire these people to shoot my worst enemies wedding video. Utter Utter drivel. Those responsible for making this movie have cheapened the art, and they should be ashamed of themselves. Steven Segal should never ever show his face in public again, I can't imagine what made him agree to star in this, the worst film I have seen in my entire life.	0
"Back (again) in Scotland, Lassie is (again) on trial for her life. Because the faithful dog sleeps on her master's grave, she must be put to death, according to law. Oddly, it is also explained that Lassie had no ""legal"" owner, which is, apparently, also against an old Scottish law. If, after three days, no owner is located, dogs must be destroyed. Edmund Gwenn (as John Traill) pleads Lassie's case, which leads to an extended flashback, showing Lassie's adoption by Donald Crisp (as John ""Jock"" Gray).<br /><br />Although it's based on an interesting, original story (""Greyfriars Bobby""), ""Challenge to Lassie"" revisits several earlier Lassie situations; and, it does not improve upon them. Comparatively speaking, this one is sloppy and unexciting; and, it's a disappointing follow-up to ""The Sun Comes Up"" (1949) *******. Geraldine Brooks (as Susan Brown) and several of the other performers may be charming, but can't elevate this one. Little Jimmy Hawkins (from ""It's a Wonderful life"") is among the notable children supporting Lassie; much later, he will grow up to marry ""Dark Shadows""' bewitching ""Angelique"" (Lara Parker)."	0
Of all the football films I have watched, this is one of the 2 best. The other being fever pitch. But Hero is about the greatest world cup ever and consequently arguably also the greatest player ever to play in a world cup, Diego Maradona. This story is centered around him principally but also revolves around the other giants of the game at the time.<br /><br />The musical score is evocative and the images are powerful. The narration by Michael Caine is suitably unbiased and also calmly dramatic. This story is not about the individual games of the world cup; rather it is more about the emotions of the players and the beauty of the event itself.<br /><br />Exciting games like France v Brazil( one of the greatest games of all time ) were covered in the same vein. The final Argentin v W Germany was also in the same vein. highly recommended. A classic of world football. to be watched over and over again, esp if you're a Maradona fan.	1
"*Spoilers* Some people claim that Natural Born Killers is brilliant criticism of the media obsession with violence. But this contention ignores the actual content of the film. Oliver Stone could have shown his serial killers as vicious, inhuman murderers of innocent people and contrasted this with a morbid media fascination. Instead he lends them justification. The movie portrays just about every victim as someone who deserved to be hurt. Engaging in vicious stereotyping, Stone presents the victims as unpleasant caricatures - dumb rednecks, broken-English speaking immigrants, lazy fat people. The one person that the homicidal lovebirds is also a stereotype. Of course they befriend the old, hallucinogen-using American-Indian - because they're trendy, dude? Let's make him an admirable character. Fat, Chinese clerks and ""hicks"" are uncool, so let's make it seem like the deserve to die. Instead of twisted,hateful that are corrupted by their misdeeds, their rampage makes them happier and more in love. Mickey and Mallory are made sexy and cool and surreal visuals are bound to entice more impressionable people. Justice is mocked. The police and prison officials are portrayed as brutal, ugly and scowling compared to the GQ murderers. Again, this is not in the media reports within the film but in the ""reality"" in the film. There is no nuance or subtlety in the film - just overblown performances and visuals. The film says nothing new or specific about the obsession with violence. The proof that the film fails in its message lies in actual real world reactions to it. Some impressionable young people who saw this movie cited it as inspiration for murders that they committed. The film's ""message"" is a failure because it inspires people in the opposite direction with horrendous real-life results. The clever message is nowhere to be seen."	0
"In his otherwise excellent book, Lincoln in American Memory, the historian Merrill Peterson calls Young Mr.Lincoln a ""boring, dreadful, film"". This amazingly wrongheaded analysis simply proves that great historians are rarely fine film critics. I am working on a doctoral dissertation on Abraham Lincoln and Frederick Douglass. As part of my preparation for writing the dissertation, I made a careful analysis of this film, and of Tag Gallaghers brilliant interpretation of it in his seminal book on Ford. Young Mr. Lincoln comes out that culminating year of the first phase of Ford's cinematic authorship, 1939.In that greatest of Hollywood years, Ford directed three superb, still not fully appreciated films: Drums Along the Mohawk, Stagecoach,and Young Mr.Lincoln. It might seem odd to say that Stagecoach is not fully appreciated, all but the most purblind of critics must perceive that it is one of of the greatest Westerns, and perhaps even one of the hundred greatest films of all time. However, what is NOT fully appreciated is that these three films work together as a kind of trilogy-a triptych, in fact. Ford is creating a sort of mythic history of America on screen. Drums Along the Mohawk is the Revolutionary War. Young Mr.Lincoln is pre-Civil War America.Finally, Stagecoach is Post Civil War America. What the three films have in common is that they are an extended meditation on the American Adam and his ""errand into the Wilderness"". What are the Psychic and social costs of American manifest destiny, as America strives to build a new human city in the wilderness?Lincoln symbolizes Americas journey, as he seeks to reconcile the civilizational inmpulse (law), with the freedom of the wilderness.Young Mr.Lincoln is not history, ( It is full of historical ""howlers'-as both Ford and Trotti were well aware), but myth. This is Lincoln, the symbol of justice and mercy, Lincoln, the man of the wilderness, striving to found a civilization within himself, and to become the ""remarkable lawgiver' of young America. Young Mr. Lincoln is not history-like James Agee's long forgotten teleplay about Lincoln, and like Sandburgs biography, it is an epic poem...a very beautiful epic poem."	1
"Today, Bea Arthur died so I was cruising around the IMDb Web site and somehow wound up on a show called ""Gloria."" ""All In The Family"" was a brilliant show for its first four or five years and I bet I watched every episode more than once. However, I swear that I did NOT know a show named ""Gloria"" existed. Maybe, that's a good thing. Maybe, it means I had a life as a young adult rather than watching television.<br /><br />On the other hand, it is pathetic that the ""All In The Family"" franchise had deteriorated so much that it begat a show I never heard of -- and one that is rated very poorly by the previous reviewers.<br /><br />I rated the show a 1 for two reasons -- the system did not allow me to register a no vote and writers and TV execs should be condemned for starting a show that had no business being on the air and besmirches the memory of one of the greatest shows in TV history.<br /><br />Shalom, ZWrite"	0
"Nicely done, and along with ""New voyages"" it's a great continuation! Fab to see James Cawley in the latest episode ""Vigil"" Check it out! <br /><br />I like the growing characterisation, and think we have good replacements for the TV actors in a fan-produced piece. This show manages to capture the feel quite well, as they state on the ste, it has improved over the years with experience and I hope with some more experience, a strong script editor, and a pick-up in timing and CGI that HF will becoming more remarkable than it already truly is!<br /><br />Good work to all concerned!<br /><br />(I have a HUGE soft spot for Lefler & McFarland (GREAT acting), although I'm a bit tired of ""Lefler's laws"". ENOUGH already! Shelby's great (if a little uptight) and it's cool she got the ship. Commodore Ian's nice (like Fred Flintstone), but lacks the gritty edge of a commanding officer and does seem too pleased with himself. The Doc, Counselor, and Rawlins are right on the money in my eyes, as is the WONDERFUL Nechayev (what a beautiful accent - a REAL Russian! (Well, I'm guessing Rene hails from the Czech Rep.)<br /><br />It gets my vote, and the CGI is kewl. Some of the greenscreen's obvious, but on a small budget whaddayagonndo?<br /><br />Really glad I found it!<br /><br />(OK, some of the acting isn't great but it's fan-made and is therefore allowed to be variable - sorry Cmm. Cole)<br /><br />The gay material is layed on too thick (Graham Norton'd be embarrassed). Trek doesn't pay that much attention to hetero couples so why signpost gays with all the snogging? It's not necessary to showpiece someone's sexuality to this extent - I hope they tone it down & let Aster & Zen be people not tokens - I don't treat my gay friends any differently, They're just regular guys.<br /><br />Musically it's a mixed bag. I can tell its all stock Trek OST stuff and works most of the time, but timing can fall flat now & then (the end of ""Worst Fears Part 2"" misses the crunch, and the edit. Love the fact they use the ""Galaxy Quest"" music!<br /><br />I certainly can't wait for more!! Dazza<br /><br />""Never give up, never surender!""<br /><br />Viva les frontieres"	1
Jim Carrey shines in this beautiful movie. This is now one of my favorite movies. I read all about the making and I thought it was incredible how the did it. I can't wait till this comes out on DVD. I saw this in theaters so many times, I can't even count how times I've seen it.	1
This is one of the greatest movies ever maybe even the greatest movie ever. I had forgotten about the movie for about 12 years. Until I saw an add on TV for ADGTH and it brought back fond memories of me watching it when I was a little kid. And when I watched it a few nights ago I became addicted to the movie. Usually I don't like animated family movies but this one is special it is the perfect family movie.<br /><br />The ending of the movie always touches my heart and saddens me very much but that is what makes this movie amazing better than all of the garbage that is coming out for kid movies today. I mean the movie is G rated and it is about 2 dogs who are involved with gambling, there is a lot of smoking, drinking, murder, death and hell depicted in the movie. Which I Believe makes the movie from good to great. I mean movies today don't bring reality to kids and in this movie they did.<br /><br />RIP Judith Barsi & Dom DeLuise	1
"Rounding out the 1929-30 all-talkie ""Our Gang"" release schedule, ""A Tough Winter"" features two storylines. First, Wheezer and Mary Ann, home alone on a wintry day, decide to make some taffy. Little Wheezer relays the directions to Mary Ann from a radio cooking show. The problem: Wheezer relays information from different shows and Mary Ann ends up putting soap in the mix! Funny moments occur when the rest of the Gang shows up to pull the taffy - and end up getting it all over the house!<br /><br />The second storyline deals with Stepin Fetchit, a neighbor/handyman of the Gang, and his interactions with the Gang.<br /><br />""A Tough Winter,"" to my knowledge, has never been shown on television, although it is available on home video. The reason for this is the Stepin Fetchit characterization which shows a shifty, sly, and slow-moving character. ""Our Gang"" producer Hal Roach called Fetchit a ""skilled comic"" and used this ""Our Gang"" entry as a pilot for a Fetchit comedy series that never saw the light of day. Understandably, Fetchit's characterization is offensive to many people today, which explains why the film has been shelved.<br /><br />Although there are some funny moments both with Fetchit and the taffy, ""A Tough Winter"" is a plodding and meandering effort. If one positive came out of this film, it was that the Hal Roach Studios grew confident and experienced in making talkies. The sound in the film is good, and some of the sound effects used are very funny. For this reason, this film in part paved the way for the excellent 1930-31 ""Our Gang"" films.<br /><br />3 out of 10."	0
"Henry, a veterinarian (Paul Rudd), and his bossy fiancé, Kate (Eva Longoria) are looking over the last minute arrangements for their reception. It is the morning of their wedding and Kate is in a frenzy, giving the caterers an earful about her demands for food presentation. But, horror of horrors, the ""angel"" ice sculpture, ordered by Kate, arrives without wings. In an ensuing fight with the sculptor, the heavy ""ice"" maiden falls on Kate and sends her to the hereafter. Now, one year later, Henry's sister arranges for a psychic to tell the young vet that Kate would have wanted him to starting dating other ladies and move forward. Yet, the lovely medium, Ashley (Lake Bell) becomes interested in Henry herself, much to the chagrin of her catering partner (Jason Biggs). More importantly, Kate returns from the other side to create havoc for Ashley, as she has no intentions of letting another woman get her hands on Henry. Can anything be done to return Kate into heaven for good? This is an abysmal romantic comedy, one of the worst this dedicated fan has ever seen. No, its not the cast, as they try gamely to make things work. Longoria is beautiful and funny as the overbearing fiancé and Bell has an offbeat style and humor that is likewise infectious. Biggs, a funny thespian, too, is totally wasted. As for Rudd, a very gifted performer (see Anchorman, Knocked Up, or Clueless, please) he tries hardest of all and, in truth, is the main reason to see this clunker. His charm, looks, and easy wit go a long way in making the film bearable. But, nothing can turn a mindless script and terrible direction into a winner, absolutely nothing. So, if you are a dyed-in-the-wool fan of romantic comedy, think long and hard before you fork over any money for this one. Even were free tickets to fall into your lap, be warned that this movie is a near-death experience for those who adore love-and-laugh cinema."	0
"I'm Irish and I've been living in Denmark for a while so I was looking forward to going home last week so I could see Intermission. And I will go on record as saying:<br /><br />THIS FILM IS AWFUL.<br /><br />It is not quite as bad a something like ""The Most Fertile Man in Ireland"" but it definitely does not stand up there with other Irish films such as The Commitments, I Went Down or Michael Collins.<br /><br />Some aspects of the film are actually quite funny, such as Colm Meaneys American-style garda. But the film itself is shot completely wrong. The bouncing around of the camera and the constant zoom-in, zoom-out tries to give the film an edgy look as if it were a gritty drama. But it isn't. This is an Irish Lock, Stock and Two Smoking Barrels and it should be shot like this. It should have smooth movement from one shot to the next. The film just looks sloppy and thrown together.<br /><br />The performances are okay, given the awful script. A friend of mine said to me like it was like they just followed Colin Farrell around Dublin for a week. He gives a decent display as a Dublin Dirtbag, but it no way compares to his performances in Minority Report, Tigerland or Phone Booth. The best performance was from Dierdre O'Kane who plays a sexually frustrated middle-aged woman who has just been dumped by her bank manager husband for a younger woman. I think she should leave her god-awful stand-up and focus more on her acting.<br /><br />All in all, its does in no way live up to the expectations put on it by the Irish press or deserve to be even considered as one of the best Irish films ever.<br /><br />I'm expecting a backlash from these comments because most people I have spoken to have said it was great. But before you reply, ask yourself: Would think so highly of this movie if it was set in England or America?"	0
"In a nutshell: this is a cookie cutter romantic comedy that really WANTS and TRIES to be something more. It wants to be Harold and Maude, Annie Hall, The Graduate. It wants to be deep and human. It has interesting camera shots, lighting, music, editing, all of which give it the feel of an important movie. The dialog is smart -- at times. There are some ""laugh out loud"" moments.<br /><br />But here's what keeps it from ultimately being anything more than a formulaic late-night-cable, in-flight, time-killer: <br /><br />1. David Schwimmer -- how many times can Joe sad-sack puppy dog stare blankly into space with his jaw hanging open before it starts to get annoying? Maybe some drool would have helped.<br /><br />2. Gwenneth Paltrow -- she's really flat here and not just in the chest. Her role is supposed to be this lively, nice, caring girl who just keeps getting herself into wrong situations, is very confused as a result, and that is why a sad-sack loser like Schwimmer has any chance with her. But Gwenneth plays her very dull. Combine this with puppy-dog drool-face (above) and you have very little chemistry to care about.<br /><br />(I kept picturing someone else in this role -- Kate Hudson for example.) <br /><br />3. The script and the plot -- the stuff that happens just basically doesn't ring true; all the problems get wrapped up in the end with such a neat and tidy bow on top that it seems like a whistle blew and the script writers just said ""oops, time to wrap it up, got a train to catch!"" So they pulled out the Hollywood formula book, checked off all the boxes, and went home."	0
A funny comedy from beginning to end! There are several hilarious scenes but it's also loaded with many subtle comedic moments which is what made the movie for me. Creative story line with a very talented cast. I thoroughly enjoyed it!	1
Although the beginning suggests All Quiet on the Western Front, this silly and superficial version of war falls far astray of its much better contemporary. This depicts the funnest war ever fought, with the first hour and a half devoted to romance and good times.<br /><br />When we finally see some battle, it is lame: An enemy plane flies over? Shoot it down (in one shot). Sniper in the tree? Kill him before he gets a shot off. Enemy soldiers in the woods? Not to worry, they gladly surrender. Ho-hum.<br /><br />Tepid, turgid, predictable...<br /><br />	0
This movie looked good - good cast, evergreen topic and an explosive opening. It went downhill from there. Why was it filmed by hand held camera? It shakes, judders, part captures scenes and simply confuses the viewer. A poor choice indeed. As if this was not enough, the worst edit in memory assumes a drugged viewer - mandatory if you want to get any enjoyment from it at all. And then it commits the worst sin of all. After leading the viewer down all sorts of unlikely and implausible scenarios to the point of exhaustion, they roll credits without revealing the denouement - the ending - the payoff -like what the heck was the motive? How can you expect to succeed by making thrillers without an ending? Doh! This movie had great promise and ending up doing a face plant in the mud. What a waste of effort. Poor effort by writer and director.	0
Well, were to start? This is by far one of the worst films I've ever paid good money to see. I won't comment on the story itself, it's a wonderful classic, but here it feels like a soap opera. To start with, the acting, except for Eric Bana, is soap opera quality. I've always been a fan of Brad Pitt, but here every actor on The Bold and the Beautiful puts him to shame. The camera action doesn't help, either. How it lingers on him when he's thinking, it just takes me back to Brooke Forrester's days in the lab! Peter O'Toole has either had a really bad plastic surgery, or he is desperately in need of one. Either way, he looks more like Linda Evans than Linda Evans! And to end my comments, Diane Kruger is a cute girl, but she sure is no Helen of Troy. Peterson should rather have chosen Saffron Burrows for the role, since Elizabeth Taylor would be rather miscast by now.	0
almost every review of this movie I'd seen was pretty bad. It's not pretty bad, it's actually pretty good, though not great. The Judy Garland character could have gotten annoying, but she didn't allow it to. Somewhere along the line, i've become a fan of brooding, overbearing, overacting Van Heflin, at least in the early 40's. Judy's singing is great, but the film missed a great chance by not showing more of their relationship. I gave it a 7.	1
This film surprised me a little. I watch a lot of horror/sci-fi films and this is a straight-to-video release that caught me off guard a little. I believe this is Full Moon's best movie thus far and one of Jeffrey Combs best performances. Good movie.	1
This mindless movie is a piece of crap and boring like the full house repetitions. For all the people who want to see a great, exciting and cool horror movie shouldn't even think about watching this bunch of mindless work. a F- in my opinion. I have one question, what were they thinking? Let's make a list: 1) bad script 2) bad script 3) bad script 4) bad acting 5) bad directing and last but not least a bad script. I mean I am not like grumping about every movie, but I was disappointed when I watched it. This movie should be banned into a box, locked and sunk down into the sea. So please don't do something like this again, please, please, please!!!!	0
The movie is basically the story of a Russian prostitute's return to her home village for the funeral of a sister/friend. There are a couple of other minor story lines that might actually be more interesting than the one taken, but they are not fully explored. The core of the movie is the funeral, wake, and later controversy over the future of a community of crones that make dolls and sell them to buy vodka but are now missing the artist who made their dolls marketable. Apparently, the movie is unedited. The prostitute's journey from the city to the village is an excruciatingly endless train ride and tramp through the mud. Maybe that's supposed to impress us with the immensity of the Russian landscape. The village itself, such as it is, is inhabited by a legion of widows and one male, the consort of the dead girl. Continuing the doll business is problematic for everyone involved and eventually seems impossible. Most of the film is shot with a hand-held camera that could induce nausea. Another problem for Western viewers is that subtitles don't include the songs and laments of the crones. Don't go to this movie unless you're fluent in Russian.	0
"Following the success of ""Paris, Je T'Aime"", a group of directors decided to get together and make a similar anthology style film based in New York. Unlike the original film, the stories in this film seem to sometimes come and go too quickly--by the time you think are getting into a story, it's over in too many cases. And, the often start up and stop and then begin again--with the stories woven together. As a result, there is no title to indicate that a story is complete and it is less formal in structure.<br /><br />Sadly, however, while ""Paris, Je T'Aime"" was hit or miss (mostly hit), most of ""New York, I Love You"" was miss. The stories tended to be much more sexual in nature but also far less sweet--and often quite terrible. It was an amazingly dull and uninteresting film with only a few exceptional stories--and perhaps the often depressing music made it seem more so. Now understand, it was good quality music but its somber tone really, really made me feel like cutting my wrists! Among the better ones was the story about the young man who took a girl in a wheelchair to prom, the couple talking about cheating outside a restaurant (though this was also in the first film) and the crotchety old couple. This is all so sad because I had loved the first film so much--and I really WANTED to love this film. I respected what they tried but simply didn't like it very much.<br /><br />By the way, and this is NOT really a complaint, but I was amazed how many people were smoking in the film. For a recent film, that was unusual in our more anti-smoking culture.<br /><br />Also, if you get the DVD, there are two segments included as extras that were not included in the film. One consists of Kevin Bacon (wearing a cool fedora) eating a hotdog....and absolutely NOTHING more for almost ten minutes. The other features a teen who spends the film videotaping the world--including a very unhappy couple."	0
I saw a lot films about Charles Dickens' Christmas Carol. But this one is the best of all! There is an atmosphere which is exactly the same as in the book. The actors (George C. Scott and others) are great! Unfortunately, you can't often watch the film in Germany and Switzerland.	1
"Generally, I am not a huge fan of stop-motion films and at first RUKA didn't capture my attention. However, knowing that this film was made in the repressive Czechoslovakia during the Soviet-domination era, the more I watched the film, the more I realized just how subversive this innocent looking little film was. This subtext really made the film come to life and gives it real staying power as both a work of art and a political statement.<br /><br />The sad little film is done without any dialog, but it's pretty clear what is happening. A cute little wooden man is making a clay pot and having a lovely time when suddenly a meddling animated hand appears and destroys the pot--making it into a sculpture of a hand instead. Well, the wooden man tries again and again to chase away the hand and do his own thing. However, over time the hand becomes more and more insistent and eventually cages the man. And, by the end, the man is dead thanks to the meddling hand and the hand, in a sign of real hypocrisy, gives the man a hero's funeral! <br /><br />As I said, this film is an obvious attempt by the brave Jirí Trnka to criticize his domineering government. Not surprisingly, though Czechs loved the film and gave it critical praise, the state (i.e., the hand) banned this little parable. Sadly, Trnka did not live to see his nation liberated a little more than two decades later during the co-called ""Velvet Revolution""."	1
This film deals with two ex-football players who are Fred Williamson, (Mack Derringer) and Gary Busey, (Lenny) who work as private eyes and meet all kinds of ladies and men with some bad backgrounds. Mack Derringer is approached by his ex-wife Vanity (Jennifer Derringer) who works at having sex talk over the telephone. Jennifer is being threatened by one caller who wants to do horrible things to her and she asks for his help along with several other ladies. Mack & Lenny have more time on their hands and often go to Miami, Fl. golf courses or hang out in a Sports Bar where all kinds of city things go on. There is lots of punches, killings and plenty of double meaning words that bring this film completely down to a big ZERO. Don't waste your time, this film cost me only 50 cents and that was too much.	0
I went to see Antone Fisher not knowing what to expect and was most pleasantly surprised. The acting job by Derek Luke was outstanding and the story line was excellent. Of course Denzel Washington did his usual fine job of acting as well as directing. It makes you realized that people with mental problems CAN be helped and this movie is a perfect example of this. Don't miss this one.	1
"Bestselling writer George Plimpton(Alan Alda)takes on an assignment for Sports Illustrated. He is to go incognito to the Detroit Lions training camp and try out for a position as third string Quarterback. He is quickly found out by the team members featuring Alex Karras and Mike Lucci. The entire team finds it amusing to cause stumbling blocks in the writer's determination to Quarterback for a series in a real game.<br /><br />This movie is Alda's debut and also helped Karras leave the gridiron for acting. Besides the 1968 Detroit Lions, the cast also includes ""Sugar Ray"" Robinson, Roy Schieder and Lauren Hutton.<br /><br />Alex March directs this story based on Plimton's book."	0
I had high expectations for this movie and was excited about renting it but was very disappointed when I saw it. It was very poorly written and sort of just fell apart. There wasn't a lot of good anything in this movie except maybe special effects.	0
"Thanks to this film, I now can answer the question, ""What is the worst movie you have ever seen?""<br /><br />I can't even think of a close second, and I've seen some really bad movies.<br /><br />Absolutely nothing works in this film. Name a single element of any horror film and this movie fails. Honestly, I've seen better on YouTube. Here's some typical dialogue:<br /><br />""Steve?"" ""Steve?"" ""Steve, is that you?"" ""Steve, I'm not kidding"" ""Steve, this isn't funny!"" ""Steve, are you there?"" ""Steve?"" ""Steve?"" ""Steve?""<br /><br />""ARggh!!!! Ahhhhhh!!!! Nooooooo!"""	0
"Incredible. Does it get any dumber than this? Not a chance. The stupidity in this movie would shame even Ed Wood, De Palma, and Woo. If the first part in the series had mediocre dialog and the second one had bad dialog, then this one has cretinous dialog. Amazing. But this time the story has been lowered to the level of the dialog, too. In spite of the acting and the dialog, I liked the first two films, but ""Cube Zero"" will surely kill the franchise. The utterly moronic plot so obviously stems from the pen of a frustrated left-winger.<br /><br />I sometimes wonder if such leftists even themselves realize just how anti-democracy and pro-dictatorship they are. In this movie they obviously target the US  a democracy. Why don't they target Korea, Iran, Syria, China, Zimbabwe etc. in anti-military movies? Sure, most of these places are hardly likely to produce a cube like this any time soon, but that's beside the point. It's obvious: writers of garbage like this actually admire these kinds of regimes, whether they are aware of it or not. I would even go as far as to say that ANYONE who adamantly attacks US foreign policies all the time, has anti-democratic beliefs in his core.<br /><br />Back to the movie: apart from being so far-fetched that it isn't even funny any more, the film has many obvious illogicalities. For example, for some reason the two men who supervise the cube have done it for a while and are oblivious to the pain and sadism that the project entails, yet the first one than the other suddenly turn against the system! Anyone who has any idea at all about human nature will see right through this idiocy. Or how about that cretinous character, the one-eyed evil bureaucrat who talks as if he's in a bad Mel Brooks comedy. In fact, as soon as this creature appears the movie loses ALL seriousness and hence any chance of being exciting: it really does become a comedy."	0
I really thought they did an *excellent* job, there was nothing wrong with it at all, I don't know how the first commenter could have said it was terrible, it moved me to tears (I guess it moved about everyone to tears) but I try not to cry in a movie because it's embarrassing but this one got me. It was SOOO good! I hope they release it on DVD because I will definitely buy a copy! I feel like it renewed my faith and gave me a hope that I can't explain, it made me want to strive to be a better person, they went through so much and we kind of take that for granted, I guess. Compared to that, I feel like our own trials are nothing. Well, not nothing, but they hardly match what they had to go through. I loved it. Who played Emma?!	1
"One measurement for the greatness of a movie is, 'if it came on t.v. right now, would you want to sit there and watch it again?' My answer for the Grand Canyon is as powerful a ""yes"" as it would be for nearly any movie I have ever seen. There are just so many powerful moments, such an intelligent and moving story, such incredible performances. <br /><br /> It perfectly captures the confusion and violence that were so rampant in the early nineties. But it also dramatically affirms the capacity of individuals to love, think and care. In a slight way, the movie was of its time. It partly portrays society as a balloon about to burst. Because the country was in a recession, and so void of leadership, this was true of that time. But the movie is also timeless. I think it could honestly stand up against any movie that has ever been made, and it is the most overlooked film of all time."	1
